Fall 2019,CS 113,BASIC DATA STRUCTURES & ALGORITHMS,A,3,MATH 150,CALC & ANALYTIC GEOMETRY I,A,5,MATH 226,DISCRETE MATHEMATICS,B,4
Spring 2020,CS 134,MOBILE DEVICE APP DEVELOPMENT,A,3,CS 200,COMPUTER ARCH & ASSEMBLY LANG,A,3,MATH 155,CALC & ANALYTIC GEOMETRY II,A,4,PHYS 151,PHYSICS I,A,4
Summer 2020,MATH 260,CALC & ANALYTIC GEOMETRY III,A,4
